gene_id	gene_name	Control1	Control2	Control4	Control5	Treated1	Treated2	Treated4	Treated5
ENSG00000247317	LY6E-DT	37	9	18	14	12	4	19	15
ENSG00000247324	ENSG00000247324	1	1	0	3	1	1	1	1
ENSG00000247345	ENSG00000247345	1	0	0	0	0	0	0	0
ENSG00000247363	NUP107-DT	2	0	1	6	5	0	6	4
ENSG00000247372	ENSG00000247372	0	0	0	1	0	0	0	0
ENSG00000247373	TMED2-DT	58	46	48	41	74	47	51	50
ENSG00000247381	PLUT	0	0	0	0	0	0	0	0
ENSG00000247400	DNAJC3-DT	9	11	21	23	33	27	17	21
ENSG00000247402	ENSG00000247402	0	0	0	0	0	0	0	0
ENSG00000247416	ENSG00000247416	21	51	13	13	40	49	30	17
ENSG00000247473	CARS1-AS1	0	0	1	2	0	2	0	0
ENSG00000247498	GPRC5D-AS1	36	2	155	88	33	2	163	99
ENSG00000247516	MIR4458HG	50	0	116	133	26	0	99	170
ENSG00000247556	OIP5-AS1	1360	1334	1059	1046	1163	807	1069	1167
ENSG00000247570	SDCBPP2	0	0	0	0	0	0	0	0
ENSG00000247572	CKMT2-AS1	106	109	69	97	99	93	68	115
ENSG00000247595	MISFA	0	1	0	2	2	0	8	0
ENSG00000247596	TWF2	1838	1703	2352	1339	2248	1494	2146	1823
ENSG00000247624	CPEB2-DT	1	0	3	0	0	0	2	0
ENSG00000247626	MARS2	97	112	144	181	170	84	111	209
ENSG00000247627	MTND4P12	2	2	2	4	4	9	1	3
ENSG00000247675	LRP4-AS1	5	9	2	2	4	5	0	0
ENSG00000247679	ENSG00000247679	49	39	58	35	39	37	52	57
ENSG00000247699	FABP6-AS1	0	0	0	0	0	0	0	0
ENSG00000247708	STX18-AS1	47	64	76	39	47	61	47	39
ENSG00000247728	ARHGAP11B-DT	25	32	14	19	13	20	25	13
ENSG00000247735	KCTD13-DT	13	16	9	11	11	14	11	12
ENSG00000247746	USP51	133	125	45	36	36	55	36	35
ENSG00000247763	TUBAP14	0	0	0	0	0	1	1	0
ENSG00000247765	ENSG00000247765	2	5	0	2	0	1	0	1
ENSG00000247774	PCED1B-AS1	0	1	1	1	0	2	2	2
ENSG00000247775	SNCA-AS1	1	0	0	1	0	0	0	4
ENSG00000247796	MOCS2-DT	100	159	103	148	99	104	79	78
ENSG00000247809	NR2F2-AS1	81	119	63	64	47	102	53	42
ENSG00000247828	TMEM161B-DT	181	101	165	131	176	112	160	134
ENSG00000247853	ENSG00000247853	2	7	0	8	6	2	1	3
ENSG00000247867	DGAT2-DT	0	0	0	0	0	0	0	0
ENSG00000247872	SPCS2P3	0	0	0	0	0	0	0	0
ENSG00000247877	FAM174A-DT	10	7	1	6	1	0	2	24
ENSG00000247903	TM7SF3-AS1	9	9	20	7	10	1	1	5
ENSG00000247911	HMGN1P12	0	0	0	0	0	0	0	0
ENSG00000247925	ENSG00000247925	0	0	0	0	0	0	0	0
ENSG00000247934	ENSG00000247934	34	57	31	17	14	44	10	25
ENSG00000247950	SEC24B-AS1	14	28	11	11	13	20	7	14
ENSG00000247970	ENSG00000247970	1	1	3	0	2	1	1	1
ENSG00000247982	LINC00926	11	15	10	7	14	14	13	18
ENSG00000247993	FOXD1-AS1	5	0	0	0	0	0	0	0
ENSG00000248008	NRAV	227	217	180	218	251	255	190	213
ENSG00000248015	ENSG00000248015	24	29	26	19	16	45	26	22
ENSG00000248019	FAM13A-AS1	37	17	31	26	39	23	58	45
ENSG00000248027	ARHGAP42-AS1	2	1	0	1	0	1	0	0
ENSG00000248029	ENSG00000248029	0	0	0	0	0	0	0	0
ENSG00000248049	UBA6-DT	163	140	161	235	291	121	167	242
ENSG00000248050	SYBU-AS1	0	0	1	0	0	0	0	0
ENSG00000248079	DPH6-DT	30	2	21	45	16	13	27	28
ENSG00000248092	NNT-AS1	291	386	224	284	175	202	180	199
ENSG00000248098	BCKDHA	708	869	556	764	716	679	498	762
ENSG00000248099	INSL3	4	0	0	1	0	0	0	0
ENSG00000248100	ENSG00000248100	0	0	0	0	0	0	0	0
ENSG00000248101	ENSG00000248101	50	32	39	56	24	49	50	55
ENSG00000248104	TARS2P1	0	0	0	0	0	0	0	0
ENSG00000248105	ENSG00000248105	0	0	0	0	0	0	0	0
ENSG00000248106	ENSG00000248106	0	0	0	0	0	0	0	0
ENSG00000248107	LINC02039	0	0	0	0	0	0	0	0
ENSG00000248109	MARCOL	0	0	0	0	0	0	0	0
ENSG00000248112	ENSG00000248112	0	0	0	0	0	0	0	0
ENSG00000248113	PTPN11P5	0	0	0	0	0	0	1	1
ENSG00000248114	ENSG00000248114	0	0	0	0	0	0	0	0
ENSG00000248115	ENSG00000248115	0	0	1	0	0	0	2	0
ENSG00000248117	MICOS10P4	0	0	0	0	0	0	0	0
ENSG00000248118	LINC01019	0	0	0	0	0	0	0	0
ENSG00000248120	ENSG00000248120	0	0	0	0	0	0	0	0
ENSG00000248121	SMURF2P1	0	0	0	0	0	0	0	0
ENSG00000248122	APOOP4	0	0	0	0	0	0	0	0
ENSG00000248124	RRN3P1	0	0	0	0	0	0	0	0
ENSG00000248125	ENSG00000248125	0	0	0	0	0	0	0	0
ENSG00000248126	ENSG00000248126	0	0	0	0	0	0	0	0
ENSG00000248127	SV2C-AS1	0	0	0	0	0	0	0	0
ENSG00000248128	ENSG00000248128	0	0	0	0	0	0	0	0
ENSG00000248131	LINC01194	0	0	0	0	0	0	0	0
ENSG00000248132	LINC02101	0	0	0	12	5	3	2	0
ENSG00000248133	MTND4LP22	0	0	0	0	0	0	0	0
ENSG00000248134	ENSG00000248134	0	0	0	0	0	0	0	0
ENSG00000248136	MTND6P8	0	0	0	0	0	0	0	0
ENSG00000248137	ENSG00000248137	0	0	0	0	0	0	0	0
ENSG00000248138	ENSG00000248138	0	0	0	0	0	0	0	0
ENSG00000248139	CUL4AP1	0	0	0	0	0	0	0	0
ENSG00000248143	LINC02383	0	0	0	0	0	0	0	0
ENSG00000248144	ADH1C	11	12	2	1	1	11	6	1
ENSG00000248145	ENSG00000248145	0	0	0	0	0	0	0	0
ENSG00000248148	ENSG00000248148	0	0	0	0	0	0	0	0
ENSG00000248150	LINC02150	0	0	0	0	0	0	1	0
ENSG00000248152	ANK2-AS1	0	1	0	0	0	0	0	0
ENSG00000248155	ENSG00000248155	0	0	0	0	0	0	0	0
ENSG00000248156	BTG4P1	0	0	0	0	0	0	0	0
ENSG00000248159	HSPA8P11	1	0	0	0	0	0	0	0
ENSG00000248160	ENSG00000248160	0	0	0	0	0	0	0	0
ENSG00000248161	ENSG00000248161	54	14	11	15	32	11	22	27
ENSG00000248162	CHORDC1P3	0	0	0	0	0	0	0	0
ENSG00000248165	ENSG00000248165	0	0	0	0	0	0	0	0
ENSG00000248167	TRIM39-RPP21	10	0	0	0	0	0	0	0
ENSG00000248170	ENSG00000248170	0	0	0	0	0	0	0	0
ENSG00000248172	ENSG00000248172	0	0	0	0	0	0	0	0
ENSG00000248174	LINC02268	0	0	0	0	0	1	1	2
ENSG00000248176	ENSG00000248176	0	0	0	0	0	0	1	0
ENSG00000248180	GAPDHP60	5	0	2	2	3	0	1	0
ENSG00000248184	LINC02283	0	0	0	0	0	0	0	0
ENSG00000248185	ENSG00000248185	0	0	0	0	0	0	0	0
ENSG00000248187	ENSG00000248187	0	0	0	2	0	0	9	0
ENSG00000248188	PFDN1P2	0	0	0	0	0	0	0	0
ENSG00000248191	PES1P1	0	0	0	0	0	0	0	0
ENSG00000248192	ATG10-AS1	0	0	0	0	0	0	0	0
ENSG00000248195	ENSG00000248195	0	0	0	0	0	0	0	0
ENSG00000248196	ENSG00000248196	0	0	1	3	0	0	0	0
ENSG00000248197	LINC00290	0	0	0	0	0	0	0	0
ENSG00000248199	ENSG00000248199	0	0	0	0	0	0	0	0
ENSG00000248200	ENSG00000248200	0	0	0	0	0	0	0	0
ENSG00000248203	ENSG00000248203	0	0	0	0	0	0	0	0
ENSG00000248205	H3P17	0	0	0	0	0	0	0	0
ENSG00000248206	ENSG00000248206	11	4	4	6	7	1	8	12
ENSG00000248208	WDR45P1	0	0	0	0	0	0	0	0
ENSG00000248209	ENSG00000248209	0	0	0	0	0	0	0	0
ENSG00000248210	LINC02355	0	1	0	2	0	0	2	3
ENSG00000248211	TRPC7-AS1	1	0	2	1	1	0	5	2
ENSG00000248213	CICP16	4	6	6	3	4	4	1	3
ENSG00000248215	LINC02505	0	0	0	0	0	0	0	0
ENSG00000248216	KCTD9P5	0	0	0	0	0	0	0	0
ENSG00000248221	STX18-IT1	0	0	0	0	0	0	0	0
ENSG00000248222	SLIT3-AS1	0	1	0	0	0	1	0	0
ENSG00000248223	ENSG00000248223	2	0	0	0	1	0	0	1
ENSG00000248227	LINC02513	0	0	0	0	0	0	0	0
ENSG00000248228	SLIT2-IT1	0	0	1	0	0	0	0	0
ENSG00000248229	ENSG00000248229	0	0	0	0	0	0	0	0
ENSG00000248231	KRT8P4	0	0	0	0	0	0	0	0
ENSG00000248234	ENSG00000248234	0	0	0	0	0	0	0	0
ENSG00000248235	ENSG00000248235	8	5	4	0	6	0	2	0
ENSG00000248236	ENSG00000248236	0	0	0	0	0	0	0	0
ENSG00000248237	ENSG00000248237	0	0	0	0	0	0	0	0
ENSG00000248238	LINC02438	0	0	0	0	0	0	0	0
ENSG00000248242	ENSG00000248242	0	0	0	0	0	0	0	0
ENSG00000248243	LINC02014	2	1	2	4	0	1	0	2
ENSG00000248245	ENSG00000248245	0	0	0	0	0	0	0	0
ENSG00000248249	ENSG00000248249	0	0	0	0	0	0	0	0
ENSG00000248254	ENSG00000248254	0	0	0	2	0	3	2	4
ENSG00000248256	OCIAD1-AS1	1	0	1	0	0	0	0	0
ENSG00000248257	PSG10P	0	0	0	0	0	0	0	0
ENSG00000248259	MTND4LP31	0	0	0	0	0	0	0	0
ENSG00000248261	ENSG00000248261	0	0	0	0	0	0	0	0
ENSG00000248262	ENSG00000248262	0	0	0	0	0	0	0	0
ENSG00000248266	ENSG00000248266	0	0	0	0	0	0	0	0
ENSG00000248268	ENSG00000248268	0	0	0	0	0	0	0	0
ENSG00000248271	PGAM1P1	0	0	0	0	1	0	0	0
ENSG00000248275	TRIM52-AS1	148	220	115	142	102	187	125	194
ENSG00000248278	SUMO2P17	0	0	0	0	0	0	0	0
ENSG00000248279	LINC02120	0	0	0	0	0	0	1	0
ENSG00000248281	ENSG00000248281	0	0	0	0	0	0	0	0
ENSG00000248282	MTCYBP44	0	0	0	0	0	0	0	0
ENSG00000248283	CCNL2P1	0	0	0	0	0	0	0	0
ENSG00000248285	ENSG00000248285	0	0	0	0	0	0	0	0
ENSG00000248286	ENSG00000248286	0	0	0	0	0	0	0	0
ENSG00000248287	SCGB1D5P	0	0	0	0	0	0	0	0
ENSG00000248288	ENSG00000248288	0	0	0	0	0	0	0	0
ENSG00000248290	TNXA	0	2	0	0	0	4	0	0
ENSG00000248293	ENSG00000248293	0	0	0	0	0	0	0	0
ENSG00000248295	DDX43P1	0	0	0	0	0	0	0	0
ENSG00000248296	ENSG00000248296	0	0	0	0	0	0	0	0
ENSG00000248300	LINC02360	0	0	0	0	0	0	0	0
ENSG00000248302	BNIP3P41	0	0	0	0	0	0	0	0
ENSG00000248305	ENSG00000248305	0	0	0	0	0	0	0	0
ENSG00000248307	LINC00616	0	0	0	1	0	0	0	0
ENSG00000248308	ENSG00000248308	0	0	0	0	0	0	0	0
ENSG00000248309	MEF2C-AS1	3	20	0	2	4	21	5	2
ENSG00000248313	CYP4F27P	0	0	0	0	0	0	0	0
ENSG00000248315	MTND4LP2	0	0	0	0	0	0	0	0
ENSG00000248317	ENSG00000248317	0	0	0	0	0	0	0	0
ENSG00000248318	ENSG00000248318	0	0	0	0	0	0	0	0
ENSG00000248319	LINC02275	0	0	0	0	0	0	0	0
ENSG00000248320	THAP12P9	0	0	0	0	0	0	0	0
ENSG00000248322	ENSG00000248322	0	0	0	0	0	0	0	0
ENSG00000248323	LUCAT1	67	18	34	43	79	26	85	28
ENSG00000248327	NOL8P1	0	0	0	0	0	0	0	0
ENSG00000248328	MTCO3P28	0	0	0	0	0	0	0	0
ENSG00000248329	APELA	0	0	0	0	0	0	0	0
ENSG00000248330	LINC00613	0	0	0	0	0	0	0	0
ENSG00000248332	TUB-AS1	0	0	0	0	0	0	0	0
ENSG00000248333	CDK11B	1159	1495	1179	1261	1323	1223	1157	1230
ENSG00000248334	WHAMMP2	9	13	1	9	4	7	1	10
ENSG00000248335	ENSG00000248335	0	0	0	0	0	0	0	0
ENSG00000248336	HMGN1P11	0	0	0	0	0	0	0	0
ENSG00000248337	ENSG00000248337	0	0	0	0	0	0	0	0
ENSG00000248338	LINC02472	0	0	0	0	0	0	0	0
ENSG00000248339	LINC02504	0	0	0	0	0	0	0	0
ENSG00000248340	PIMREGP4	0	0	0	0	0	0	0	0
ENSG00000248343	ENSG00000248343	0	0	0	0	0	0	0	0
ENSG00000248347	ENSG00000248347	0	0	0	0	0	0	0	0
ENSG00000248349	ENSG00000248349	0	0	0	0	0	0	0	0
ENSG00000248350	ENSG00000248350	0	0	0	0	0	0	0	0
ENSG00000248351	HSPD1P18	0	0	0	0	0	0	0	0
ENSG00000248355	ARL2BPP6	0	0	0	0	0	0	0	0
ENSG00000248356	ENSG00000248356	0	0	0	0	0	0	0	0
ENSG00000248358	ENSG00000248358	0	0	0	0	0	0	0	0
ENSG00000248360	LINC00504	5	4	6	6	8	4	2	13
ENSG00000248362	ENSG00000248362	0	0	1	0	0	0	0	4
ENSG00000248363	ENSG00000248363	0	0	0	0	0	0	0	0
ENSG00000248364	OR7E86P	0	0	0	0	0	0	0	0
ENSG00000248365	POU5F1P7	0	0	0	0	0	0	0	0
ENSG00000248366	TRAJ51	0	0	0	0	0	0	0	0
ENSG00000248367	ENSG00000248367	0	0	3	8	6	4	5	1
ENSG00000248369	ENSG00000248369	0	0	0	0	0	0	0	0
ENSG00000248370	LINC02434	0	0	0	0	0	0	0	0
ENSG00000248373	ENSG00000248373	0	0	1	0	0	0	0	0
ENSG00000248374	UBTD2P1	0	0	0	0	0	0	0	0
ENSG00000248375	ENSG00000248375	0	1	0	0	0	0	2	2
ENSG00000248376	FBLP1	0	0	0	0	0	0	0	0
ENSG00000248377	HMGN1P9	0	0	0	0	0	0	0	0
ENSG00000248378	ENSG00000248378	0	0	0	0	0	0	0	0
ENSG00000248383	PCDHAC1	1	12	0	0	2	18	0	3
ENSG00000248385	TARM1	0	0	0	0	0	0	0	0
ENSG00000248387	ENSG00000248387	0	0	0	0	0	0	0	0
ENSG00000248388	HAFML	0	0	0	0	0	0	0	0
ENSG00000248391	LINC02064	0	0	0	0	0	0	0	0
ENSG00000248393	ENSG00000248393	0	0	0	0	0	0	0	0
ENSG00000248394	FOSL1P1	0	0	0	0	0	0	0	0
ENSG00000248396	TOMM22P4	0	0	0	0	0	0	0	0
ENSG00000248397	LINC00498	0	0	0	0	0	0	0	0
ENSG00000248399	ENSG00000248399	0	0	0	0	0	0	0	0
ENSG00000248400	ST13P12	0	0	0	0	0	0	0	0
ENSG00000248401	ENSG00000248401	0	0	0	0	0	0	0	0
ENSG00000248403	NACAP6	0	0	0	0	0	0	0	0
ENSG00000248405	PRR5-ARHGAP8	6	0	0	0	0	0	0	0
ENSG00000248406	ENSG00000248406	0	6	0	0	6	7	0	3
ENSG00000248408	LINC02469	0	0	0	0	0	0	0	0
ENSG00000248409	CCDC188BP	0	0	0	0	0	0	0	0
ENSG00000248415	GAPDHP61	0	0	0	0	0	2	0	0
ENSG00000248416	ENSG00000248416	0	0	0	0	0	0	0	0
ENSG00000248417	ENSG00000248417	0	0	0	0	0	0	0	0
ENSG00000248418	UBL5P1	0	0	0	0	0	0	0	0
ENSG00000248419	ENSG00000248419	0	0	0	0	0	0	0	0
ENSG00000248420	MTATP6P9	0	0	0	0	0	0	0	0
ENSG00000248422	ENSG00000248422	0	0	0	0	0	0	0	0
ENSG00000248423	ENSG00000248423	0	0	0	0	0	0	0	0
ENSG00000248424	OR51K1P	0	0	0	0	0	0	0	0
ENSG00000248425	ENSG00000248425	0	0	0	0	0	0	0	0
ENSG00000248426	ENSG00000248426	0	0	0	0	0	0	0	0
ENSG00000248428	ENSG00000248428	0	0	0	0	0	0	0	0
ENSG00000248429	GASK1B-AS1	31	7	31	42	9	24	11	18
ENSG00000248430	HMGB3P16	0	0	0	0	0	0	0	0
ENSG00000248431	ENSG00000248431	0	0	0	0	0	0	0	0
ENSG00000248434	ENSG00000248434	0	0	0	0	0	0	0	0
ENSG00000248439	RPL23AP94	0	0	0	0	0	0	0	0
ENSG00000248440	ENSG00000248440	0	0	0	0	0	0	0	0
ENSG00000248441	LETR1	11	0	0	0	1	0	0	0
ENSG00000248442	OR10J7P	0	0	0	0	0	0	0	0
ENSG00000248443	ENSG00000248443	0	0	0	0	0	0	0	0
ENSG00000248444	HNRNPA1P65	0	0	0	0	0	0	0	0
ENSG00000248445	SEMA6A-AS1	0	2	2	7	3	3	2	5
ENSG00000248447	ENSG00000248447	0	0	0	0	0	0	0	0
ENSG00000248448	COX5BP1	0	0	0	0	0	0	0	0
ENSG00000248449	PCDHGB8P	0	0	0	0	2	0	0	0
ENSG00000248452	ENSG00000248452	0	0	0	0	0	0	0	0
ENSG00000248455	LINC02217	0	0	0	0	0	1	1	0
ENSG00000248456	LINC02485	0	1	0	0	0	0	0	0
ENSG00000248457	LINC02220	0	0	0	0	0	0	0	0
ENSG00000248458	ENSG00000248458	8	0	1	0	0	0	3	15
ENSG00000248459	RPS17P9	0	0	0	0	0	0	0	0
ENSG00000248462	NENFP3	0	0	0	0	0	0	0	0
ENSG00000248464	FGF10-AS1	0	0	0	0	0	0	0	0
ENSG00000248466	ENSG00000248466	0	0	0	0	0	0	0	0
ENSG00000248468	ENSG00000248468	3	9	3	4	0	4	5	5
ENSG00000248469	ENSG00000248469	0	0	0	0	0	0	0	0
ENSG00000248471	ENSG00000248471	0	0	0	0	0	0	0	0
ENSG00000248472	DDX11L9	0	0	0	0	0	0	0	0
ENSG00000248473	LINC01962	0	0	3	0	0	0	1	1
ENSG00000248474	LINC02122	0	0	0	0	0	0	0	0
ENSG00000248475	ENSG00000248475	0	0	0	0	0	0	0	0
ENSG00000248476	BACH1-IT1	0	0	0	0	0	0	0	0
ENSG00000248477	NAIPP3	0	0	0	0	0	0	0	0
ENSG00000248479	ENSG00000248479	0	0	0	0	0	0	0	0
ENSG00000248480	ENSG00000248480	0	0	0	0	0	0	0	0
ENSG00000248482	ENSG00000248482	0	0	0	0	0	0	0	0
ENSG00000248483	POU5F2	0	0	0	0	0	0	1	1
ENSG00000248484	ENSG00000248484	0	0	0	0	0	0	0	0
ENSG00000248485	PCP4L1	0	4	0	1	0	0	0	0
ENSG00000248487	ABHD14A	570	727	335	501	357	702	317	534
ENSG00000248488	PGAM4P2	0	0	0	0	0	0	0	0
ENSG00000248489	CHD1-DT	34	24	19	19	31	25	32	21
ENSG00000248490	ENSG00000248490	0	0	0	0	0	0	0	0
ENSG00000248491	ENSG00000248491	0	0	0	0	0	0	0	0
ENSG00000248492	ZFAT-AS1	0	0	0	0	0	0	0	0
ENSG00000248493	ENSG00000248493	0	0	0	0	0	0	0	1
ENSG00000248494	LNX1-AS2	0	0	0	0	0	0	0	0
ENSG00000248498	ASNSP1	0	0	0	0	0	0	0	0
ENSG00000248503	C4orf46P2	0	1	0	0	0	0	0	0
ENSG00000248505	LINC02380	0	0	0	0	0	0	0	0
ENSG00000248506	TUBAP10	0	0	0	0	0	1	0	0
ENSG00000248507	OR5H4P	0	0	0	0	0	0	0	0
ENSG00000248508	SRP14-DT	88	142	60	88	85	94	64	58
ENSG00000248510	LINC02267	0	0	0	0	0	0	0	0
ENSG00000248511	ENSG00000248511	0	0	0	0	0	0	0	0
ENSG00000248514	ENSG00000248514	0	0	0	1	0	2	0	1
ENSG00000248515	ENSG00000248515	0	0	0	0	0	0	0	0
ENSG00000248516	ENSG00000248516	0	0	0	0	0	0	0	0
ENSG00000248517	LINC02437	0	0	0	0	0	0	0	0
ENSG00000248521	ENSG00000248521	0	0	0	0	0	0	0	0
ENSG00000248522	SBF1P1	0	0	0	0	0	0	0	0
ENSG00000248525	ENSG00000248525	0	0	0	0	0	0	0	0
ENSG00000248527	MTATP6P1	4933	4704	5273	3067	3193	5224	4009	4589
ENSG00000248528	LINC02058	0	0	0	0	0	0	0	0
ENSG00000248529	ENSG00000248529	0	0	0	0	0	0	0	0
ENSG00000248530	BCL2L12P1	0	0	0	0	0	0	0	0
ENSG00000248531	NDUFA5P12	0	0	0	0	0	0	0	0
ENSG00000248532	ENSG00000248532	0	0	0	0	0	0	0	0
ENSG00000248537	ENSG00000248537	0	0	0	0	0	0	0	0
ENSG00000248538	PPP1R3B-DT	14	0	2	18	5	1	5	9
ENSG00000248539	LINC02117	0	0	0	0	0	0	0	0
ENSG00000248540	ENSG00000248540	0	0	0	0	2	0	1	2
ENSG00000248542	ENSG00000248542	0	0	0	0	0	0	0	0
ENSG00000248543	NPM1P41	0	0	0	0	0	0	0	0
ENSG00000248544	ENSG00000248544	0	6	0	1	1	2	2	14
ENSG00000248545	ENSG00000248545	0	0	0	0	0	0	0	0
ENSG00000248546	ANP32CP	0	0	0	0	0	0	0	0
ENSG00000248547	SPOPLP3	0	0	0	0	0	0	0	0
ENSG00000248548	MTND4P8	0	0	0	0	0	0	0	0
ENSG00000248550	OTX2-AS1	0	0	0	0	0	0	0	0
ENSG00000248551	ENSG00000248551	0	0	0	0	0	0	0	0
ENSG00000248552	ENSG00000248552	0	0	0	0	0	0	0	0
ENSG00000248553	OR52H2P	0	0	0	0	0	0	0	0
ENSG00000248554	C5orf34-AS1	26	32	31	33	30	47	24	46
ENSG00000248555	LINC01339	0	0	0	0	0	0	0	0
ENSG00000248557	METTL5P2	0	0	0	0	0	0	0	0
ENSG00000248559	ENSG00000248559	0	0	1	0	0	0	0	0
ENSG00000248560	ENSG00000248560	0	0	0	0	0	0	0	0
ENSG00000248564	ENSG00000248564	0	0	2	0	0	0	0	0
ENSG00000248565	TECRP2	0	0	0	0	0	0	0	0
ENSG00000248567	ENSG00000248567	0	0	0	0	0	0	0	0
ENSG00000248568	KRT8P48	0	0	0	0	0	1	0	0
ENSG00000248569	ENSG00000248569	0	1	3	0	3	2	4	0
ENSG00000248571	ENSG00000248571	0	0	0	0	0	0	0	0
ENSG00000248572	EGFLAM-AS2	0	0	0	0	0	0	0	0
ENSG00000248574	ADAM20P2	0	0	0	0	0	0	0	0
ENSG00000248576	ENSG00000248576	0	1	0	0	0	0	0	0
ENSG00000248577	ENSG00000248577	0	0	0	0	0	0	0	0
ENSG00000248578	NPM1P21	1	0	0	0	0	0	0	0
ENSG00000248583	ENSG00000248583	1	0	5	4	2	1	3	2
ENSG00000248585	ENSG00000248585	0	0	0	0	0	0	0	0
ENSG00000248586	ENSG00000248586	0	0	0	0	0	0	0	0
ENSG00000248587	GDNF-AS1	7	10	8	10	8	6	21	10
ENSG00000248588	ENSG00000248588	0	0	0	0	0	0	0	0
ENSG00000248590	GLDCP1	1	0	0	0	0	0	0	0
ENSG00000248591	ENSG00000248591	0	0	0	0	0	0	0	0
ENSG00000248592	STIMATE-MUSTN1	150	95	150	190	235	142	258	183
ENSG00000248593	DSTNP2	0	0	0	0	0	9	0	0
ENSG00000248596	ENSG00000248596	0	0	0	0	0	0	0	0
ENSG00000248597	ENSG00000248597	0	0	0	0	0	0	0	0
ENSG00000248599	SLEAR	0	0	0	1	0	0	1	1
ENSG00000248600	ENSG00000248600	0	0	0	0	0	0	0	0
ENSG00000248601	ENSG00000248601	0	0	0	0	0	0	0	0
ENSG00000248605	ENSG00000248605	0	0	0	0	0	0	0	0
ENSG00000248607	ENSG00000248607	0	0	0	0	0	0	0	0
ENSG00000248608	ENSG00000248608	0	0	0	0	0	0	0	0
ENSG00000248610	HSPA8P4	2	0	2	3	2	0	4	5
ENSG00000248611	ENSG00000248611	0	0	0	0	0	0	0	0
ENSG00000248613	ENSG00000248613	0	0	0	0	0	0	0	0
ENSG00000248616	ANKRD49P3	0	0	0	0	0	0	0	0
ENSG00000248618	ENPP7P3	0	0	0	0	0	0	0	0
ENSG00000248621	ENSG00000248621	0	0	0	0	0	0	0	0
ENSG00000248624	ENSG00000248624	0	0	0	0	0	0	0	0
ENSG00000248625	ENSG00000248625	0	0	0	0	0	0	0	0
ENSG00000248626	GAPDHP40	0	0	0	0	4	1	0	0
ENSG00000248627	ENSG00000248627	0	0	0	0	0	0	0	0
ENSG00000248629	ENSG00000248629	0	0	0	0	0	0	0	0
ENSG00000248633	GET1P1	0	0	0	0	0	0	0	0
ENSG00000248634	ENSG00000248634	0	0	0	0	0	0	0	0
ENSG00000248635	ENSG00000248635	0	0	0	0	0	0	0	0
ENSG00000248636	ENSG00000248636	120	129	119	173	186	111	181	125
ENSG00000248637	ENSG00000248637	0	0	0	0	0	0	0	0
ENSG00000248639	ENSG00000248639	0	0	0	0	0	0	0	0
ENSG00000248640	HNRNPA1P56	0	0	0	0	0	0	0	0
ENSG00000248641	HMGA1P2	0	1	0	0	0	0	0	0
ENSG00000248642	OR10J2P	0	0	0	0	0	0	0	0
ENSG00000248643	RBM14-RBM4	118	119	113	100	138	143	130	112
ENSG00000248645	ENSG00000248645	0	0	0	0	0	0	0	0
ENSG00000248647	ENSG00000248647	0	0	0	1	0	0	0	0
ENSG00000248648	ENSG00000248648	0	0	0	0	0	0	0	0
ENSG00000248651	GCSHP1	0	0	0	0	0	0	0	0
ENSG00000248652	ENSG00000248652	0	0	0	0	0	0	0	0
ENSG00000248654	MTCO3P44	0	0	0	0	0	0	0	0
ENSG00000248656	ENSG00000248656	2	0	0	0	0	0	0	1
ENSG00000248659	CARMIL2P1	0	0	0	0	0	0	0	0
ENSG00000248660	SRIP1	0	0	0	0	0	0	0	0
ENSG00000248663	LINC00992	0	0	0	0	0	0	0	0
ENSG00000248664	ENSG00000248664	9	4	10	10	14	5	6	3
ENSG00000248667	ENSG00000248667	0	0	0	0	0	0	0	0
ENSG00000248668	OXCT1-AS1	41	82	26	26	9	21	11	8
ENSG00000248669	VPS51P13	0	0	0	0	0	0	0	0
ENSG00000248672	LY75-CD302	0	0	0	0	0	0	0	0
ENSG00000248673	LINC01331	0	0	0	1	0	0	1	0
ENSG00000248674	RBBP4P6	0	0	0	0	0	0	0	0
ENSG00000248676	ENSG00000248676	0	0	0	0	0	0	0	0
ENSG00000248677	LINC02102	1	0	4	0	1	0	6	1
ENSG00000248682	ARHGAP22-IT1	0	0	0	0	0	0	0	0
ENSG00000248684	BIN2P2	0	0	0	0	0	0	0	0
ENSG00000248685	LINC02484	0	0	0	0	0	0	0	0
ENSG00000248687	ENSG00000248687	0	0	0	0	0	0	0	0
ENSG00000248690	HAS2-AS1	24	25	47	31	45	23	20	29
ENSG00000248692	ADGRL3-AS1	0	0	0	0	0	0	0	0
ENSG00000248693	LINC02100	0	0	0	0	0	0	0	0
ENSG00000248694	ENSG00000248694	0	0	0	0	0	0	0	0
ENSG00000248696	ENSG00000248696	0	0	0	0	0	0	0	2
ENSG00000248697	TOX4P1	1	0	0	0	0	0	0	1
ENSG00000248698	LINC01085	0	0	0	0	0	0	0	0
ENSG00000248699	ENSG00000248699	0	0	0	0	0	0	0	0
ENSG00000248701	ENSG00000248701	0	0	0	0	0	0	0	0
ENSG00000248702	ENSG00000248702	0	0	0	0	0	0	0	0
ENSG00000248703	LINC02415	0	0	0	0	0	0	0	0
ENSG00000248704	MTND4P2	0	0	0	0	0	0	0	0
ENSG00000248705	ENSG00000248705	0	0	0	0	0	0	0	0
ENSG00000248708	LINC02144	0	0	0	0	0	0	0	0
ENSG00000248709	ENSG00000248709	0	0	0	0	0	0	0	0
